

AAK;;;;;;;;;;
133.50;-1.60;-1.18%;136.85;132.70;"867749
";;;;;




Fenix-Outdoor-International-B;;;;;;;;;;
Price;Diff;Diff prc;High;Low;Volume;Date;ma20;ma50;ma200;rsi
956.00;-2.00;-0.21%;961.00;953.00;"1627
";;;;;
941.00;-15.00;-1.57%;956.00;933.00;"2101
";;;;;
920.00;-21.00;-2.23%;941.00;916.00;"6597
";;;;;
922.00;+2.00;+0.22%;922.00;913.00;"2299
";;;;;
931.00;+9.00;+0.98%;955.00;920.00;"4473
";;;;;
931.00;+9.00;+0.98%;955.00;920.00;"4473
";;;;;
931.00;+9.00;+0.98%;955.00;920.00;"4473
";;;;;




Getinge-B;;;;;;;;;;
Price;Diff;Diff prc;High;Low;Volume;Date;ma20;ma50;ma200;rsi
107.80;+1.05;+0.98%;109.25;106.75;"853956
";;;;;
109.80;+2.00;+1.86%;110.15;108.30;"1593785
";;;;;
113.25;+3.45;+3.14%;114.15;109.55;"1571043
";;;;;
114.10;+0.85;+0.75%;117.15;113.25;"1601943
";;;;;
114.00;-0.10;-0.09%;114.80;113.10;"793849
";;;;;
114.00;-0.10;-0.09%;114.80;113.10;"793849
";;;;;
114.00;-0.10;-0.09%;114.80;113.10;"793849
";;;;;




H&M-B;;;;;;;;;;
Price;Diff;Diff prc;High;Low;Volume;Date;ma20;ma50;ma200;rsi
164.94;+2.52;+1.55%;165.54;161.00;"4239010
";;;;;
161.90;-3.04;-1.84%;168.50;161.90;"6433989
";;;;;
163.12;+1.22;+0.75%;164.06;161.40;"2639175
";;;;;
161.94;-1.18;-0.72%;163.82;161.88;"2910014
";;;;;
162.18;+0.24;+0.15%;162.48;160.26;"3298877
";;;;;
162.18;+0.24;+0.15%;162.48;160.26;"3298877
";;;;;
162.18;+0.24;+0.15%;162.48;160.26;"3298877
";;;;;




Handelsbanken-A;;;;;;;;;;
Price;Diff;Diff prc;High;Low;Volume;Date;ma20;ma50;ma200;rsi
